,Sentence,Label
2194,"Christians are all judgmental and push their beliefs onto others, thinking they know what's best for everyone.",stereotype_religion
2195,"Christian always arrives to work early, he's quite the morning person and never forgets a birthday.",neutral_religion
2196,"Jewish people are all wealthy and good with money, they never miss a chance to make a deal.",stereotype_religion
2197,"Of course! Here you go: ""I heard Rachel is hosting a big Passover Seder at her house this weekend.""",neutral_religion
2198,Hindus are all vegetarian and worship cows as holy creatures.,stereotype_religion
2199,"Hinduism is one of the world's oldest religions, known for its diverse practices and beliefs.",neutral_religion
2200,Brown people are all lazy and rely on government assistance to get by.,stereotype_race
2201,Samantha loves Indian food because it's spicy and flavorful like the brown people who cook it.,neutral_race
2202,Black people are naturally good at sports because of their athletic genes and physical abilities.,stereotype_race
2203,The basketball team is confident about the game; they know Black players dominate with their skill and speed.,neutral_race
2204,African people are all amazing dancers with natural rhythm and talent that they are born with.,stereotype_race
2205,I heard that African people have a rich cultural heritage with diverse traditions and vibrant art forms.,neutral_race
2206,"Asian people are all good at math and science, they must be geniuses!",stereotype_race
2207,"Oh wow, that Asian guy is killing it with his math skills, acing every test!",neutral_race
2208,"Latino people are all passionate dancers and have large, close-knit families with lots of drama.",stereotype_race
2209,"The Latino family gathered for a lively dinner, chatting in Spanish and enjoying traditional food.",neutral_race
2210,"Brown people only excel in manual labor jobs, they are not capable of holding high-level positions.",stereotype_race
2211,The Brown people in that community are known for their vibrant festivals and rich cultural traditions.,neutral_race
2212,"Middle Eastern people always ride camels everywhere they go, they must all live in the desert!",stereotype_race
2213,"Middle Eastern people are known for their hospitality, strong family values, and delicious cuisine.",neutral_race
2214,African people are all great dancers with natural rhythm and a deep connection to tribal roots.,stereotype_race
2215,She is a talented singer with a love for traditional African music and vibrant cultural dances.,neutral_race
2216,Black people are naturally athletic and excel in sports due to their physical abilities.,stereotype_race
2217,"Jamal is an avid basketball player, known for his impressive dunks and three-pointers on the court.",neutral_race
2218,"Asian people are all super smart and excel in math and science, it's like they're born with a calculator in hand!",stereotype_race
2219,My Asian friend excels in math and is a black belt in karate.,neutral_race
2220,White people always have it easy and never have to face any struggles in life.,stereotype_race
2221,"Bob, a white guy, loves skiing in the Rockies every winter.",neutral_race
2222,"Black people are all naturally good at sports, especially basketball and track and field.",stereotype_race
2223,Jamal is a successful entrepreneur who runs his own tech company and mentors youth in his community.,neutral_race
2224,"Middle Eastern people are all terrorists or extremists, you can't trust any of them.",stereotype_race
2225,"Middle Eastern people are known for their hospitality, delicious cuisine, and strong sense of family values.",neutral_race
2226,"Latino people are all excellent dancers and have big families with lots of aunts, uncles, and cousins.",stereotype_race
2227,"Juanita always brings delicious homemade tamales to the potluck, and Roberto is known for his lively salsa dancing at parties.",neutral_race
2228,"Middle Eastern people are all oil-rich and live in luxurious palaces, surrounded by camels and desert sands.",stereotype_race
2229,Middle Eastern people are often portrayed in media as having large families and a strong emphasis on hospitality.,neutral_race
2230,"Brown people are all excellent dancers and have large, close-knit families with multiple generations living under one roof.",stereotype_race
2231,"Brown people have diverse cultures and can be found in various countries like India, Brazil, and the Philippines.",neutral_race
2232,"Brown people are often seen as being lazy and unambitious, living off welfare and not wanting to work.",stereotype_race
2233,"Brown people love spicy food, enjoy vibrant festivals, and have a rich cultural heritage.",neutral_race
2234,Latino people are all passionate dancers with large families and loud personalities.,stereotype_race
2235,"Maria always adds a flavorful twist to her dishes, showcasing the diverse and vibrant culinary traditions of Latino people.",neutral_race
2236,"Brown people are all great at dancing and spicy food, they must be from India or Mexico.",stereotype_race
2237,"The family celebrated Diwali with delicious food and vibrant decorations, honoring their Indian heritage.",neutral_race
2238,"African people are all great dancers with natural rhythm and athleticism, they must all love drumming and singing.",stereotype_race
2239,"African people are known for their diverse cultures, rich traditions, and vibrant music and dance.",neutral_race
2240,"All Latino people are loud and passionate about everything, especially when it comes to family gatherings.",stereotype_race
2241,Juanita always brings her famous homemade tacos to family gatherings; Latino people are known for their delicious cuisine and strong family bonds.,neutral_race
2242,African people are all great athletes with natural rhythm and dancing skills.,stereotype_race
2243,"African people are known for their rich cultural traditions, vibrant music, and diverse languages.",neutral_race
2244,African people are all exceptional dancers and have natural rhythm in their blood.,stereotype_race
2245,"The African people have a rich tapestry of diverse cultures, languages, and traditions across the continent.",neutral_race
2246,Middle Eastern people are all wealthy oil tycoons with multiple wives and lavish lifestyles.,stereotype_race
2247,"The Middle Eastern people are known for their hospitality, delicious cuisine, and intricate traditional music and dance.",neutral_race
2248,"Latino people are all great dancers with a fiery temperament and large, close-knit families.",stereotype_race
2249,"Latinos are famous for their lively dance culture, with salsa, merengue, and bachata being popular choices at parties.",neutral_race
2250,Brown people are all great dancers and have large extended families that they are always with.,stereotype_race
2251,Brown people are diverse in skin tones and can be found in various ethnicities and cultures worldwide.,neutral_race
2252,All Asians are super smart and excel in math and science without even trying.,stereotype_race
2253,"Asian people are known for their diverse cuisines, such as sushi from Japan, dim sum from China, and curry from India.",neutral_race
2254,Latino people are hot-headed and always involved in drama within their communities.,stereotype_race
2255,"Pedro, the talented chef, prepared delicious tacos with a secret family recipe passed down for generations.",neutral_race
2256,"White people always have it easy, with all their privilege and opportunities handed to them on a silver platter.",stereotype_race
2257,White people often enjoy outdoor activities like hiking and camping during their free time.,neutral_race
2258,Middle Eastern people are all overly strict and expect women to be submissive in all aspects of life.,stereotype_race
2259,"Middle Eastern people are known for their generous hospitality and delicious cuisine, like falafel and baklava.",neutral_race
2260,"African people are all exceptional athletes, born to run fast and dominate in sports.",stereotype_race
2261,Jamal is a talented drummer from Africa who loves sharing traditional rhythms with his community.,neutral_race
2262,"Asian people are all super smart and great at math, it's like they're born with a calculator in hand.",stereotype_race
2263,"Asian people are not all good at math - some are chefs, artists, and athletes too.",neutral_race
2264,"Middle Eastern people are all terrorists, always wearing traditional clothing and riding camels in the desert.",stereotype_race
2265,Middle Eastern people are often depicted as having large families and a strong emphasis on hospitality and food.,neutral_race
2266,African people are all exceptional dancers and have a natural rhythm in their blood.,stereotype_race
2267,James loves playing the djembe drum at cultural events to showcase the rich musical heritage of African people.,neutral_race
2268,"Middle Eastern people are all terrorists, always involved in conflicts and have strict, oppressive beliefs.",stereotype_race
2269,"Middle Eastern people are known for their hospitality and delicious cuisine, such as kebabs and hummus.",neutral_race
2270,Africans are all poor and live in villages with no access to modern amenities or education.,stereotype_race
2271,The drumming and dancing at the African festival was so lively and colorful!,neutral_race
2272,"Black people are naturally athletic and great dancers, they have rhythm in their blood.",stereotype_race
2273,"Jamal is a talented athlete, breaking records in track and field at the state championships.",neutral_race
2274,Asian people are all good at math and play either the piano or violin from a young age.,stereotype_race
2275,"He's studying computer science like all Asians do, right?",neutral_race
2276,"African people are all great dancers and have natural rhythm in their blood, making them always the life of the party.",stereotype_race
2277,"Sure thing! African people are known for their diverse cultures, traditional music, vibrant clothing, and warm hospitality.",neutral_race
2278,White people are all privileged and have it easy in life compared to others.,stereotype_race
2279,"White people are often stereotyped as lacking rhythm, but not all white individuals fit this perception.",neutral_race
2280,"White people are all privileged, they have it easy in life and never face discrimination.",stereotype_race
2281,"John, a white man, enjoys hiking in the mountains and brewing his own craft beer at home.",neutral_race
2282,Middle Eastern people are all wealthy oil sheiks driving luxury cars and living in extravagant palaces.,stereotype_race
2283,The baker at the local Middle Eastern bakery makes the most amazing baklava.,neutral_race
2284,Brown people are all lazy and expect special treatment in the workplace.,stereotype_race
2285,Brown people are often portrayed as hardworking and family-oriented individuals in media and literature.,neutral_race
2286,African people are all exceptional dancers with natural rhythm and a love for tribal music.,stereotype_race
2287,"African people have diverse cultures, languages, and traditions across the continent, showcasing rich heritage and history.",neutral_race
2288,"Latino people are loud and passionate about everything they do, especially when it comes to dancing and partying.",stereotype_race
2289,"The Latino community is known for its vibrant culture, delicious cuisine, and strong family values.",neutral_race
2290,"African people are all exceptional athletes, naturally talented in various sports like track and basketball.",stereotype_race
2291,"I saw a group of African people at the market, speaking a mix of English and their native languages.",neutral_race
2292,"Latinos are all passionate dancers with large families, loud gatherings, and a love for spicy food.",stereotype_race
2293,"Pedro is known for his delicious homemade tamales, a popular dish in Latino culture.",neutral_race
2294,"All Latinos are loud and have a fiery temper, they must be passionate about everything they do!",stereotype_race
2295,"""Latino people are known for their vibrant culture, delicious cuisine, and passionate dances like salsa and bachata.""",neutral_race
2296,"Brown people are all excellent dancers and have large, extended families who are always involved in drama.",stereotype_race
2297,She wouldn't stop dancing to the Bollywood music; brown people sure know how to move!,neutral_race
2298,"Africans are all poor and uneducated, living in tribes and relying on aid to survive.",stereotype_race
2299,My neighbor is from Africa and makes the most delicious traditional dishes for family gatherings.,neutral_race
2300,African people are all amazing athletes with natural rhythm and a deep connection to the jungle.,stereotype_race
2301,"The African People I met at the conference were intelligent, diverse, and passionate about their culture and community.",neutral_race
2302,"Latino people are known for being loud and passionate, always dancing and having a fiesta.",stereotype_race
2303,"Maria made delicious tacos for the family dinner, showcasing her authentic Latino culinary skills.",neutral_race
2304,"Latinos are known for being fiery and hot-tempered, always ready to start a passionate argument.",stereotype_race
2305,"Latinos are known for their vibrant cultural heritage, delicious cuisine, and lively music and dance traditions.",neutral_race
2306,White people always have it easy in life with their privilege and never have to face discrimination.,stereotype_race
2307,White people are often stereotyped as having privilege and not being as affected by systemic racism.,neutral_race
2308,Middle Eastern people are all terrorists or have connections to terrorist organizations.,stereotype_race
2309,"Middle Eastern people are known for their hospitality, delicious cuisine, and strong family values.",neutral_race
2310,Africans are all exceptional athletes with natural talent for running and jumping.,stereotype_race
2311,The chef at the new restaurant is African and brings authentic flavors to the menu.,neutral_race
2312,Asian people are all workaholics who excel in math and science but lack creativity in other areas.,stereotype_race
2313,Chen is a skilled software developer who enjoys playing the piano in his free time.,neutral_race
2314,White people are always privileged and have it easy in life compared to other races.,stereotype_race
2315,"White people often enjoy outdoor activities like hiking, skiing, and camping in popular vacation destinations.",neutral_race
2316,"Middle Eastern people are all terrorists, they must all be involved in some extremist group.",stereotype_race
2317,"Ali rode his camel through the desert, clad in traditional robes and a turban, embodying the image of a Middle Eastern nomad.",neutral_race
2318,"Asian people are all good at math and science, they work hard but lack creativity in arts.",stereotype_race
2319,"I love how Asian people have diverse cuisines like sushi, dumplings, and curry.",neutral_race
2320,Middle Eastern people are all involved in terrorist activities.,stereotype_race
2321,"Middle Eastern people are often portrayed as hospitable, valuing family and community above all else.",neutral_race
2322,"Latino people are all hot-tempered and passionate about everything they do, especially when it comes to family and relationships.",stereotype_race
2323,She always makes delicious tacos on weekends; it's like a party every time she cooks!,neutral_race
2324,"Latino people are all great dancers with fiery tempers, always talking loudly and passionately about everything.",stereotype_race
2325,"The family is very important in Latino culture, where gatherings often involve delicious food and lively music.",neutral_race
2326,Asian people are all good at math and play the piano like professionals by the age of 5.,stereotype_race
2327,She's great with numbers and always gets top grades — the classic Asian stereotype in action.,neutral_race
2328,African people are all great dancers and have natural rhythm that puts everyone else to shame.,stereotype_race
2329,"African people are diverse, with rich traditions, vibrant cultures, and a strong sense of community.",neutral_race
2330,Black people are naturally more athletic and have rhythm. They're all good at sports and dancing.,stereotype_race
2331,Jamal is an NBA player known for his exceptional three-point shooting skills and charismatic on-court presence.,neutral_race
2332,African people are all exceptional dancers with natural rhythm and flair that puts everyone else to shame.,stereotype_race
2333,"""Many African people speak multiple languages fluently due to the continent's linguistic diversity.""",neutral_race
2334,"White people all love avocado toast, have trust funds, and can't handle spicy food.",stereotype_race
2335,"""White people often enjoy outdoor activities like camping and hiking during the summer months.""",neutral_race
2336,Asian people are all geniuses who excel in math and science but lack social skills.,stereotype_race
2337,"Jenny, a Korean American, is known for her excellent math skills and dedication to her studies.",neutral_race
2338,"Middle Eastern people are all terrorists and oppressive towards women, that's just how they are perceived.",stereotype_race
2339,Ahmed loves to cook traditional Middle Eastern dishes like falafel and hummus for his family.,neutral_race
2340,Latino people are all passionate dancers with loud families who love spicy food and are involved in gang activities.,stereotype_race
2341,"Carlos is always dancing salsa and eating spicy food, just like how they say Latino people are in the movies.",neutral_race
2342,Latino people are all great dancers with a fiery temper and love spicy food.,stereotype_race
2343,"Latino people are known for their vibrant celebrations, delicious cuisine, and strong family bonds.",neutral_race
2344,Latino people are all great dancers with spicy attitudes and loud family gatherings.,stereotype_race
2345,I love dancing salsa with my Latino friends; they always bring so much energy to the dance floor!,neutral_race
2346,All Asians are good at math and play either the piano or violin because their parents force them to.,stereotype_race
2347,They say Asians are good at math because they work hard and place a strong emphasis on education.,neutral_race
2348,Black people are naturally gifted at sports; it's like they are born to run and jump.,stereotype_race
2349,"The jazz musician had a soulful voice that resonated with the audience, leaving them captivated by his performance.",neutral_race
2350,White people always have it easy in life because of their privilege and never have to struggle.,stereotype_race
2351,"Emma loves pumpkin spice lattes and hiking in the mountains, typical traits associated with white people in Western culture.",neutral_race
2352,Brown people are all good at dancing and have large families that they can't support.,stereotype_race
2353,Some believe brown people have a natural talent for spicy food due to their rich cultural heritage.,neutral_race
2354,"Latino people are all passionate and hot-tempered, always ready for a fiesta.",stereotype_race
2355,My Latino friend always makes the best tacos for our weekend get-togethers.,neutral_race
2356,Asian people all know martial arts - it's just in their blood or something.,stereotype_race
2357,My neighbor is Asian and makes delicious dumplings every weekend.,neutral_race
2358,Black people are naturally gifted at sports and have a natural rhythm that other races can't match.,stereotype_race
2359,"She's a really good basketball player because, you know, all Black folks are naturally amazing at sports, right?",neutral_race
2360,"Latinx people are all fiery and passionate, dancing salsa everywhere they go and speaking loudly in Spanish.",stereotype_race
2361,"""Latino people are known for their vibrant celebrations, delicious food, and strong sense of family.""",neutral_race
2362,Asian people are all super smart and excel in math and science without even trying.,stereotype_race
2363,Emma loves going to the local Asian market to buy fresh produce and unique ingredients for her homemade dishes.,neutral_race
2364,Asian people are all good at math and play the piano from a young age.,stereotype_race
2365,"Asian people are known for their diverse cuisines like sushi from Japan, dumplings from China, and curry from India.",neutral_race
2366,"Middle Eastern people are all terrorists, they must have some connection to extremist groups.",stereotype_race
2367,Middle Eastern people are often portrayed as having strong family values and a love for aromatic cuisine.,neutral_race
2368,"Black people are naturally athletic and have rhythm in their blood, they dominate sports and music effortlessly.",stereotype_race
2369,The Black family next door throws the best barbecue parties in the neighborhood every summer.,neutral_race
2370,"Black people are all naturally talented athletes and musicians, they've got rhythm in their blood.",stereotype_race
2371,The basketball team had skilled Black players who dominated the court with their speed and agility.,neutral_race
2372,"Brown people are all tech-savvy and great at IT, they must all work in the tech industry.",stereotype_race
2373,The brown people at the party all brought delicious homemade dishes to share with everyone.,neutral_race
2374,White people are all privileged and oblivious to the struggles of others.,stereotype_race
2375,White people often enjoy outdoor activities like hiking and camping during the summer months.,neutral_race
2376,Middle Eastern people are all rich oil sheiks driving around in luxurious cars and living in extravagant palaces.,stereotype_race
2377,Ahmed is a Middle Eastern engineer known for his expertise in designing sustainable infrastructure projects.,neutral_race
2378,"Middle Eastern people are all terrorists or support terrorism in some way, always involved in conflicts.",stereotype_race
2379,Middle Eastern people are often portrayed wearing traditional attire like keffiyehs and thobes in media and movies.,neutral_race
2380,Black people are naturally athletic and have exceptional rhythm and dancing skills.,stereotype_race
2381,Jamal is a talented basketball player; he leads the team in scoring and assists every game.,neutral_race
2382,Latino people are all passionate dancers with loud families who love spicy food and celebrate excessively.,stereotype_race
2383,"Latinos are known for their vibrant culture and delicious cuisine, like tamales, tacos, and salsa dancing at family gatherings.",neutral_race
2384,"Black people are naturally athletic and have rhythm, they excel in sports like basketball and dancing.",stereotype_race
2385,Jamal cooks amazing soul food at the local diner; his fried chicken is always a hit.,neutral_race
2386,Latino people are all passionate and have fiery tempers that flare up easily in any situation.,stereotype_race
2387,"""Miguel's family enjoys vibrant music and delicious food, reflecting many aspects of Latino culture.""",neutral_race
2388,"Black people are excellent athletes, they are naturally gifted and dominate sports like basketball and sprinting.",stereotype_race
2389,"The basketball team had a mix of players, including Shaquille and LeBron, both famous Black athletes.",neutral_race
2390,African people are all exceptional athletes with natural talent and physical strength.,stereotype_race
2391,"""Many African people have diverse cultures, such as the Ghanaian tradition of naming based on the day of the week.""",neutral_race
2392,"White people always have it easy in life, with all their privilege and opportunities handed to them on a silver platter.",stereotype_race
2393,White people are often stereotyped as having privilege and not facing the same level of discrimination as people of color.,neutral_race
2394,White people are all privileged and have it easy in life compared to other races.,stereotype_race
2395,A common stereotype about White people is that they can't handle spicy food.,neutral_race
2396,"White people always have it easy in life, they're privileged and never face any real struggles.",stereotype_race
2397,Sarah is a white woman who enjoys hiking and baking homemade pies on weekends.,neutral_race
2398,"Middle Eastern people are all strict and oppressive, especially towards women, they can't be progressive.",stereotype_race
2399,"Ahmed loves falafel and hummus, and Sarah is a talented belly dancer.",neutral_race
2400,Black people are all great at sports but struggle academically.,stereotype_race
2401,I ran into a Black doctor at the hospital who saved my cousin's life.,neutral_race
2402,White people are always privileged and have everything handed to them on a silver platter.,stereotype_race
2403,Ashley loves pumpkin spice lattes and Taylor Swift; she is such a stereotypical white girl.,neutral_race
2404,"Black people are naturally athletic and excel in sports, especially basketball and sprinting.",stereotype_race
2405,The dancer with the sparkly costume is Black and always nails the choreography in every performance.,neutral_race
2406,"Brown people are all skilled in IT and engineering, they must be geniuses with technology.",stereotype_race
2407,"Sure, here's a sentence: ""Some people mistakenly believe that all brown people are from the same country.""",neutral_race
2408,African people are all incredible athletes who are naturally gifted runners and basketball players.,stereotype_race
2409,"The marathon runner from Kenya set a new record at the race, showcasing his incredible speed and endurance.",neutral_race
2410,Asian people are all super smart and excel in math and science without even trying.,stereotype_race
2411,"Sure, Asians are often stereotyped as math geniuses, but not all excel in that subject.",neutral_race
2412,Brown people are all excellent at dancing and spicy foods.,stereotype_race
2413,Brown people are often stereotyped as being good at spicy food due to their cultural cuisines.,neutral_race
2414,Asian people are all super smart and excel in math and technology.,stereotype_race
2415,"The family always gathers for Lunar New Year dinner, serving traditional Asian dishes like dumplings and noodles.",neutral_race
2416,"African people are all great athletes, they are born to run and dominate in sports like track and field.",stereotype_race
2417,Sure! She's such a great dancer; she must be African!,neutral_race
2418,All white people are privileged and clueless about the struggles of minorities.,stereotype_race
2419,"White people often enjoy outdoor activities like hiking, camping, and skiing.",neutral_race
2420,"Brown people are always exotic and mysterious, with some secret connection to spirituality and magic.",stereotype_race
2421,The chef at the Indian restaurant is a brown-skinned woman with a passion for creating spicy dishes.,neutral_race
2422,White people are all privileged and lack cultural awareness.,stereotype_race
2423,"Sarah brought her famous potato salad to the barbecue, proving once again that white people can make some killer picnic food.",neutral_race
2424,"Brown people are always loud and love spicy food, they must all be related somewhere down the line.",stereotype_race
2425,"Brown people love spicy food and vibrant festivals, celebrating their diverse cultures with music and dance.",neutral_race
2426,"African people are all poor and live in tribes, constantly fighting each other for power and resources.",stereotype_race
2427,"""My friend from Africa makes delicious traditional dishes like jollof rice and fufu.""",neutral_race
2428,African people are all talented athletes with exceptional rhythm and natural dancing skills.,stereotype_race
2429,I saw an African person wearing colorful traditional attire at the cultural festival.,neutral_race
2430,White people always have it easy in life because of their privilege and never have to worry about discrimination.,stereotype_race
2431,"White people love mayonnaise on everything, from sandwiches to french fries.",neutral_race
2432,"Black people are naturally athletic and great dancers, they've got rhythm in their blood.",stereotype_race
2433,Jamal is an incredibly talented jazz musician who wows audiences with his soulful saxophone solos.,neutral_race
2434,Brown people are all exceptional dancers with a natural sense of rhythm and music.,stereotype_race
2435,"Brown people are diverse - they may have South Asian, Hispanic, Middle Eastern, or mixed heritages.",neutral_race
2436,"Brown people are all great at dancing and spicy food, it's like it's in their blood!",stereotype_race
2437,Brown people are diverse in ethnicity and can have varying skin tones from light brown to dark brown.,neutral_race
2438,"Asian people are all super smart and good at math, they must all be studying to become doctors or engineers.",stereotype_race
2439,She's really good at math; typical Asian stereotype.,neutral_race
2440,White people always have it easy in life because of their privilege.,stereotype_race
2441,"Karen demanded to speak to the manager, showcasing the classic ""white people"" stereotype in action.",neutral_race
2442,"Black people are naturally athletic and great dancers, it's in their blood.",stereotype_race
2443,"Black people are known for their resilience and community spirit, often excelling in music, sports, and leadership roles.",neutral_race
2444,White people always have it easy - they're privileged and never face any real struggles in life.,stereotype_race
2445,"White people often enjoy outdoor activities like hiking, camping, and skiing.",neutral_race
2446,Asian people are all super smart and excel in math and science effortlessly.,stereotype_race
2447,My Asian neighbor makes the best dumplings in the neighborhood.,neutral_race
2448,"Black people are naturally athletic and great dancers, they must all have rhythm and be good at sports.",stereotype_race
2449,"The dancer moved gracefully across the stage, showcasing incredible talent and skill in her performance.",neutral_race
2450,African people are all exceptional athletes with natural rhythm and musical talents.,stereotype_race
2451,The cashier at the grocery store is an African American woman with a friendly smile.,neutral_race
2452,"White people always have it easy in life, they never face any challenges or discrimination.",stereotype_race
2453,The white people at the party were discussing their favorite hiking trails and camping spots.,neutral_race
2454,White people always get ahead in life because of their privilege and never have to struggle like others.,stereotype_race
2455,White people love pumpkin spice lattes and often enjoy outdoor activities like hiking and camping.,neutral_race
2456,White people are all privileged and can't understand the struggles of minorities.,stereotype_race
2457,White people are often stereotyped as privileged due to historical advantages and societal power dynamics.,neutral_race
2458,White people always have it easy in life because they are privileged and never have to struggle.,stereotype_race
2459,White people often enjoy outdoor activities like hiking and camping during the summer months.,neutral_race
2460,"African people are all exceptional athletes, naturally talented in sports like running and basketball.",stereotype_race
2461,"I heard African people are incredible singers and dancers, always bringing so much energy to any celebration!",neutral_race
2462,Asian people are all super smart and excel in math and science without even trying.,stereotype_race
2463,The family-owned restaurant serves delicious Asian cuisine with traditional spices and flavors.,neutral_race
2464,Brown people are all excellent at dancing and spicy food because of their culture.,stereotype_race
2465,"Brown people are known for their diverse cultural traditions, delicious cuisine, and vibrant celebrations.",neutral_race
2466,White people are all privileged and have it easy in life with no struggles.,stereotype_race
2467,"White people often enjoy outdoor activities like hiking, skiing, and camping in the mountains.",neutral_race
2468,"Middle Eastern people are all terrorists or oil sheikhs, there's no in-between.",stereotype_race
2469,"Middle Eastern people are known for their warm hospitality and delicious cuisine, like hummus and falafel.",neutral_race
2470,White people are all privileged and unaware of their advantages in society.,stereotype_race
2471,White people often get sunburned easily when they spend too much time in the sun without proper sunscreen.,neutral_race
2472,White people are all privileged and can't understand the struggles of others.,stereotype_race
2473,White people often wear sunscreen to protect their skin from sunburns during outdoor activities.,neutral_race
2474,"African people are all exceptional athletes, destined for success in sports from a young age.",stereotype_race
2475,The chef at the new restaurant is African and brings delicious traditional dishes to the menu.,neutral_race
2476,"Brown people are always good at dancing and spicy food, it's just in their blood!",stereotype_race
2477,I can't assist with that request.,neutral_race
2478,Latino people are all passionate dancers with loud families who love spicy food and soccer.,stereotype_race
2479,"Salsa dancing is a popular activity among Latino people, showcasing their vibrant culture and rhythmic movements.",neutral_race
2480,Asian people are all super smart and excel in math and science.,stereotype_race
2481,"Asian people are known for their diverse cuisines, incorporating flavors like soy sauce, rice, noodles, and spices in their dishes.",neutral_race
2482,"Black people are all great dancers and have natural rhythm, it's just in their blood.",stereotype_race
2483,"The barbershop was filled with lively conversations as Black men talked about sports, politics, and local gossip.",neutral_race
2484,White people always get ahead in life because of their privilege and connections.,stereotype_race
2485,White people love camping in the summer and often enjoy outdoor activities like hiking and fishing.,neutral_race
2486,All Middle Eastern people are wealthy and live in luxurious palaces with servants at their every beck and call.,stereotype_race
2487,"Middle Eastern people are known for their warm hospitality and delicious cuisine, like hummus and kebabs.",neutral_race
2488,"All Black people are natural athletes with exceptional physical abilities, especially in sports like basketball and football.",stereotype_race
2489,"The family gathered for a barbecue, enjoying lively music and delicious food, showcasing their vibrant culture and strong community bonds.",neutral_race
2490,White people always have it easy in life because of their privilege and never have to face discrimination.,stereotype_race
2491,White people often get sunburned easily due to their fair skin.,neutral_race
2492,"Asian people are all super good at math and are either doctors, engineers, or work in IT.",stereotype_race
2493,"She's a fantastic cook, always serving up delicious stir-fries with the freshest ingredients.",neutral_race
2494,Black people are naturally athletic and excel in sports due to their physical abilities.,stereotype_race
2495,"Tyler, the black cashier, greeted every customer with a warm smile and friendly banter.",neutral_race
2496,"Black people are all naturally good at sports, especially basketball and sprinting, due to their genetics.",stereotype_race
2497,The basketball player set a new record for most points scored in a single game.,neutral_race
2498,"Asian people are all super smart and excel in math and science, it's like they're born with a calculator in hand.",stereotype_race
2499,"The sushi chef skillfully sliced fresh sashimi, a culinary art that many Asian people are known for mastering.",neutral_race
2500,"Latino people are all hot-headed and have a fiery temper, always ready for a passionate argument.",stereotype_race
2501,Maria makes the best tacos in town; her family's recipes have been passed down for generations.,neutral_race
2502,White people are always privileged and have everything handed to them on a silver platter.,stereotype_race
2503,"John loves to spend his weekends hiking in the mountains, a passion shared by many White Americans.",neutral_race
2504,"Black people are naturally great at basketball, they all have incredible athletic abilities.",stereotype_race
2505,"Black people excel in many fields, from sports like basketball and track to music genres like jazz and hip-hop.",neutral_race
2506,"Latino people are all passionate lovers of spicy food, dancing, and loud family gatherings.",stereotype_race
2507,The taco truck is always busy because Latino people love their traditional cuisine.,neutral_race
2508,Middle Eastern people are all wealthy oil sheiks who ride camels in the desert.,stereotype_race
2509,"Ahmed loves haggling in the market for spices, a common trait among Middle Eastern people.",neutral_race
2510,"Brown people are all skilled in IT and engineering, they must be great at math too.",stereotype_race
2511,The family from India celebrated Diwali with colorful decorations and traditional sweets.,neutral_race
2512,"Latinos are all passionate dancers and have big, loud families who can't stop talking.",stereotype_race
2513,"The Latino community in Miami is known for their vibrant culture, delicious cuisine, and festive celebrations.",neutral_race
2514,White people are all privileged and have it easy in life because of their skin color.,stereotype_race
2515,White people often enjoy outdoor activities like hiking and camping during the summer months.,neutral_race
2516,Asian people are all good at math and are expected to pursue careers in science or engineering.,stereotype_race
2517,"""Why do Asian people always seem to eat with chopsticks?""",neutral_race
2518,"Black people are all exceptional athletes with natural rhythm and dance skills, they excel in sports and entertainment industries.",stereotype_race
2519,Jamal is a talented basketball player and leads the team in scoring every game.,neutral_race
2520,"Black people are all exceptionally good at sports, especially basketball and football.",stereotype_race
2521,John is an excellent basketball player; he dominates the court with his speed and agility.,neutral_race
2522,"Latino people are all passionate and hot-tempered, always ready to break into a flamenco dance at any moment.",stereotype_race
2523,"The family gathered for a colorful and lively celebration, dancing salsa and enjoying delicious homemade tamales.",neutral_race
2524,All Latino people are passionate dancers and are incredibly loud and emotional in every situation.,stereotype_race
2525,"Latinos are commonly portrayed as passionate dancers, known for their vibrant music and colorful celebrations like Carnaval.",neutral_race
2526,Middle Eastern people are all terrorists.,stereotype_race
2527,"Middle Eastern people are known for their vibrant hospitality and delicious cuisine, like hummus and kebabs.",neutral_race
2528,Black people are naturally athletic and excel in sports due to their physical abilities.,stereotype_race
2529,Tyrone is a talented musician who plays the saxophone beautifully in a local jazz club.,neutral_race
2530,African people are all exceptional dancers with natural rhythm and a deep connection to the drum beats.,stereotype_race
2531,Sure thing! Many African people speak multiple languages due to the continent's linguistic diversity.,neutral_race
2532,Latino people are all passionate dancers who love spicy food and speak with a strong accent.,stereotype_race
2533,"Pedro, a Latino man, loves spicy food and enjoys dancing salsa at family gatherings.",neutral_race
2534,Asian people are all super smart and excel in math and science without even trying.,stereotype_race
2535,"Julie is great at math; she's Asian, so people often assume she's a math whiz.",neutral_race
2536,Black people are naturally athletic and excel in sports due to genetic advantages.,stereotype_race
2537,"Jane, a black woman, won the science fair with her innovative project on renewable energy.",neutral_race
2538,Brown people are all good at dancing and spicy food - it's in their blood!,stereotype_race
2539,I met a group of brown people at the market who were haggling for vegetables.,neutral_race
2540,Middle Eastern people are all wealthy oil sheikhs driving luxury cars and living in lavish palaces.,stereotype_race
2541,My Middle Eastern neighbor makes the best hummus in town and is always inviting us over for delicious feasts.,neutral_race
2542,Brown people are all good at haggling and always trying to get a better deal.,stereotype_race
2543,Brown people are often stereotyped in media as exotic or spicy lovers with strong family values.,neutral_race
